date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,clean_text
2025-07-16,20:28:00,afhiklmnoru,0,"just story : aku sengaja nungguin motor di parkiran waktu nunggu ngopi, lha kok sama tukang parkir e aku disuruh pergi, katanya buat parkir mobil, padahal itu parkiran buat sepeda motor.😌 dan itu masih luas  banget...",just story  aku sengaja nungguin motor di parkiran waktu nunggu ngopi lha kok sama tukang parkir e aku disuruh pergi katanya buat parkir mobil padahal itu parkiran buat sepeda motor dan itu masih luas  banget,just story  aku sengaja nungguin motor di parkiran waktu nunggu ngopi lha kok sama tukang parkir e aku disuruh pergi katanya buat parkir mobil padahal itu parkiran buat sepeda motor dan itu masih luas  banget,just story aku sengaja menunggu motor di parkiran waktu menunggu ngopi lah kok sama tukang parkir e aku disuruh pergi katanya buat parkir mobil padahal itu parkiran buat sepeda motor dan itu masih luas banget,"['just', 'story', 'aku', 'sengaja', 'menunggu', 'motor', 'di', 'parkiran', 'waktu', 'menunggu', 'ngopi', 'lah', 'kok', 'sama', 'tukang', 'parkir', 'e', 'aku', 'disuruh', 'pergi', 'katanya', 'buat', 'parkir', 'mobil', 'padahal', 'itu', 'parkiran', 'buat', 'sepeda', 'motor', 'dan', 'itu', 'masih', 'luas', 'banget']","['just', 'story', 'sengaja', 'menunggu', 'motor', 'parkiran', 'menunggu', 'ngopi', 'tukang', 'parkir', 'e', 'disuruh', 'pergi', 'parkir', 'mobil', 'parkiran', 'sepeda', 'motor', 'luas', 'banget']",just story sengaja tunggu motor parkir tunggu ngopi tukang parkir e suruh pergi parkir mobil parkir sepeda motor luas banget,just story aku sengaja nungguin motor di parkiran waktu nunggu ngopi lha kok sama tukang parkir e aku disuruh pergi katanya buat parkir mobil padahal itu parkiran buat sepeda motor dan itu masih luas banget
2025-07-16,08:24:00,ibu_canna,0,"saya tanya pak, kenapa kartu parkirnya diminta lagi pak? padahal tidak ada ditulis no plat saya",saya tanya pak kenapa kartu parkirnya diminta lagi pak padahal tidak ada ditulis no plat saya,saya tanya pak kenapa kartu parkirnya diminta lagi pak padahal tidak ada ditulis no plat saya,saya tanya pak kenapa kartu parkirnya diminta lagi pak padahal tidak ada ditulis no plat saya,"['saya', 'tanya', 'pak', 'kenapa', 'kartu', 'parkirnya', 'diminta', 'lagi', 'pak', 'padahal', 'tidak', 'ada', 'ditulis', 'no', 'plat', 'saya']","['kartu', 'parkirnya', 'ditulis', 'no', 'plat']",kartu parkir tulis no plat,saya tanya pak kenapa kartu parkirnya diminta lagi pak padahal tidak ada ditulis no plat saya
2025-06-03,20:10:00,oktevabusokte,0,visi dan misi,visi dan misi,visi dan misi,visi dan misi,"['visi', 'dan', 'misi']","['visi', 'misi']",visi misi,visi dan misi
2025-05-25,12:52:00,hari88577,2,tolong pak sampah di jalan Metro banyak di pinggir jalan🙏🏽🙏🏽,tolong pak sampah di jalan Metro banyak di pinggir jalan,tolong pak sampah di jalan metro banyak di pinggir jalan,tolong pak sampah di jalan metro banyak di pinggir jalan,"['tolong', 'pak', 'sampah', 'di', 'jalan', 'metro', 'banyak', 'di', 'pinggir', 'jalan']","['tolong', 'sampah', 'jalan', 'metro', 'pinggir', 'jalan']",tolong sampah jalan metro pinggir jalan,tolong pak sampah di jalan metro banyak di pinggir jalan
2025-05-24,09:55:00,user4214950745459,0,batu semakin SAE terima kasih banyak pak nurohman -heli ..🙏,batu semakin SAE terima kasih banyak pak nurohman heli ,batu semakin sae terima kasih banyak pak nurohman heli ,batu semakin sae terima kasih banyak pak nurohman heli,"['batu', 'semakin', 'sae', 'terima', 'kasih', 'banyak', 'pak', 'nurohman', 'heli']","['batu', 'sae', 'terima', 'kasih', 'nurohman', 'heli']",batu sae terima kasih nurohman heli,batu semakin sae terima kasih banyak pak nurohman heli
2025-05-23,21:04:00,kidjan4,1,SAE 👍👍👍,SAE ,sae ,sae,['sae'],['sae'],sae,sae
2025-05-22,12:48:00,andysutris,3,di batu kerja tambah susah,di batu kerja tambah susah,di batu kerja tambah susah,di batu kerja tambah susah,"['di', 'batu', 'kerja', 'tambah', 'susah']","['batu', 'kerja', 'susah']",batu kerja susah,di batu kerja tambah susah
2025-05-22,12:47:00,alfi.cantika8,1,"pak wali dan wakilnya tolong pintu gerbang kota wisata batu, kususnya desa pendem, tolong dibenahi, supaya desa pendem pintu gerbang kota batu, supaya bisa sae",pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tolong dibenahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tolong dibenahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu khususnya desa pendem tolong dibenahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,"['pak', 'wali', 'dan', 'wakilnya', 'tolong', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'khususnya', 'desa', 'pendem', 'tolong', 'dibenahi', 'supaya', 'desa', 'pendem', 'pintu', 'gerbang', 'kota', 'batu', 'supaya', 'bisa', 'sae']","['wali', 'wakilnya', 'tolong', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'desa', 'pendem', 'tolong', 'dibenahi', 'desa', 'pendem', 'pintu', 'gerbang', 'kota', 'batu', 'sae']",wali wakil tolong pintu gerbang kota wisata batu desa pendem tolong benah desa pendem pintu gerbang kota batu sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tolong dibenahi supaya desa pendem pintu gerbang kota batu supaya bisa sae
2025-05-22,13:16:00,sch22066,1,buka lowongan pekerjaan terutama warga batu.karena pekerja di batu banyak pekerja dari luar mbatu,buka lowongan pekerjaan terutama warga batukarena pekerja di batu banyak pekerja dari luar mbatu,buka lowongan pekerjaan terutama warga batukarena pekerja di batu banyak pekerja dari luar mbatu,buka lowongan pekerjaan terutama warga batukarena pekerja di batu banyak pekerja dari luar mbatu,"['buka', 'lowongan', 'pekerjaan', 'terutama', 'warga', 'batukarena', 'pekerja', 'di', 'batu', 'banyak', 'pekerja', 'dari', 'luar', 'mbatu']","['buka', 'lowongan', 'pekerjaan', 'warga', 'batukarena', 'pekerja', 'batu', 'pekerja', 'mbatu']",buka lowong kerja warga batukarena kerja batu kerja mbatu,buka lowongan pekerjaan terutama warga batukarena pekerja di batu banyak pekerja dari luar mbatu
2025-06-03,20:10:00,oktevabusokte,0,semangat untuk meningkatkan sinergi,semangat untuk meningkatkan sinergi,semangat untuk meningkatkan sinergi,semangat untuk meningkatkan sinergi,"['semangat', 'untuk', 'meningkatkan', 'sinergi']","['semangat', 'meningkatkan', 'sinergi']",semangat tingkat sinergi,semangat untuk meningkatkan sinergi
2025-05-31,01:46:00,yogaa_dom,0,🥀,,,,[],[],,
2025-05-24,17:16:00,morenmu74,0,🙏,,,,[],[],,
2025-05-22,16:52:00,isaroh940,0,🥰🥰🥰,,,,[],[],,
2025-05-22,12:49:00,alfi.cantika8,0,"👍👍👍, kalau di benahi apa di update sentuh pak wali", kalau di benahi apa di update sentuh pak wali, kalau di benahi apa di update sentuh pak wali,kalau di benahi apa di update sentuh pak wali,"['kalau', 'di', 'benahi', 'apa', 'di', 'update', 'sentuh', 'pak', 'wali']","['benahi', 'update', 'sentuh', 'wali']",benah update sentuh wali,kalau di benahi apa di update sentuh pak wali
2025-06-07,01:28:00,agushasanhawafi,1,"https://youtu.be/zexDjSwGcrc?si=83fZ2asHGyYnDid-
senam matur suwon Pak Dhe Karwo..Gus Ipul..di buat oleh ibu ibu pkh pujon...buah tangan sebelum purna tugas Jatim 1 dan 2....
SAE..Mbois Loop","
senam matur suwon Pak Dhe KarwoGus Ipuldi buat oleh ibu ibu pkh pujonbuah tangan sebelum purna tugas Jatim  dan 
SAEMbois Loop","
senam matur suwon pak dhe karwogus ipuldi buat oleh ibu ibu pkh pujonbuah tangan sebelum purna tugas jatim  dan 
saembois loop",senam matur suwon pak deh karwogus ipuldi buat oleh ibu ibu pkh pujonbuah tangan sebelum purna tugas jatim dan saembois loop,"['senam', 'matur', 'suwon', 'pak', 'deh', 'karwogus', 'ipuldi', 'buat', 'oleh', 'ibu', 'ibu', 'pkh', 'pujonbuah', 'tangan', 'sebelum', 'purna', 'tugas', 'jatim', 'dan', 'saembois', 'loop']","['senam', 'matur', 'suwon', 'deh', 'karwogus', 'ipuldi', 'pkh', 'pujonbuah', 'tangan', 'purna', 'tugas', 'jatim', 'saembois', 'loop']",senam matur suwon deh karwogus ipuldi pkh pujonbuah tangan purna tugas jatim saembois loop,senam matur suwon pak dhe karwogus ipuldi buat oleh ibu ibu pkh pujonbuah tangan sebelum purna tugas jatim dan saembois loop
2025-05-22,12:52:00,budenar25,1,semangat bapak walikota semoga Batu makin SAE..aman tentram gemah ripah loh jinawi salam santun 🙏🙏,semangat bapak walikota semoga Batu makin SAEaman tentram gemah ripah loh jinawi salam santun ,semangat bapak walikota semoga batu makin saeaman tentram gemah ripah loh jinawi salam santun ,semangat bapak walikota semoga batu makin saeaman tentram gemah ripah loh jinawi salam santun,"['semangat', 'bapak', 'walikota', 'semoga', 'batu', 'makin', 'saeaman', 'tentram', 'gemah', 'ripah', 'loh', 'jinawi', 'salam', 'santun']","['semangat', 'walikota', 'semoga', 'batu', 'saeaman', 'tentram', 'gemah', 'ripah', 'loh', 'jinawi', 'salam', 'santun']",semangat walikota moga batu saeaman tentram gemah ripah loh jawi salam santun,semangat bapak walikota semoga batu makin saeaman tentram gemah ripah loh jinawi salam santun
2025-03-05,11:11:00,adi.bethel,22,"pak Wali titip pengendalian pengalihan lahan pertanian untuk bangunan....dan jangan sampai apel yg menjadi ikon kota Batu kelak cuma menjadi cerita anak cucu kita... selamat bertugas, sehat dan sukses selalu pak Wali 🙏🙏",pak Wali titip pengendalian pengalihan lahan pertanian untuk bangunandan jangan sampai apel yg menjadi ikon kota Batu kelak cuma menjadi cerita anak cucu kita selamat bertugas sehat dan sukses selalu pak Wali ,pak wali titip pengendalian pengalihan lahan pertanian untuk bangunandan jangan sampai apel yg menjadi ikon kota batu kelak cuma menjadi cerita anak cucu kita selamat bertugas sehat dan sukses selalu pak wali ,pak wali titip pengendalian pengalihan lahan pertanian untuk bangunandan jangan sampai apel yang menjadi ikon kota batu kelak cuma menjadi cerita anak cucu kita selamat bertugas sehat dan sukses selalu pak wali,"['pak', 'wali', 'titip', 'pengendalian', 'pengalihan', 'lahan', 'pertanian', 'untuk', 'bangunandan', 'jangan', 'sampai', 'apel', 'yang', 'menjadi', 'ikon', 'kota', 'batu', 'kelak', 'cuma', 'menjadi', 'cerita', 'anak', 'cucu', 'kita', 'selamat', 'bertugas', 'sehat', 'dan', 'sukses', 'selalu', 'pak', 'wali']","['wali', 'titip', 'pengendalian', 'pengalihan', 'lahan', 'pertanian', 'bangunandan', 'apel', 'ikon', 'kota', 'batu', 'kelak', 'cerita', 'anak', 'cucu', 'selamat', 'bertugas', 'sehat', 'sukses', 'wali']",wali titip kendali alih lahan tani bangunandan apel ikon kota batu kelak cerita anak cucu selamat tugas sehat sukses wali,pak wali titip pengendalian pengalihan lahan pertanian untuk bangunandan jangan sampai apel yg menjadi ikon kota batu kelak cuma menjadi cerita anak cucu kita selamat bertugas sehat dan sukses selalu pak wali
2025-03-05,09:00:00,cristy_wijayanti,5,Info buka bersama warga batu pak 😅,Info buka bersama warga batu pak ,info buka bersama warga batu pak ,info buka bersama warga batu pak,"['info', 'buka', 'bersama', 'warga', 'batu', 'pak']","['info', 'buka', 'warga', 'batu']",info buka warga batu,info buka bersama warga batu pak
2025-03-05,15:21:00,heeyyviitt,3,Pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan banyak banget yg buang sampah sembarangan 😫🙏🏻🙏🏻 bisa belajar dari kabupaten banyumas pak di sana pengelolaan sampahnya baguss banget,Pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan banyak banget yg buang sampah sembarangan  bisa belajar dari kabupaten banyumas pak di sana pengelolaan sampahnya baguss banget,pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan banyak banget yg buang sampah sembarangan  bisa belajar dari kabupaten banyumas pak di sana pengelolaan sampahnya baguss banget,pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan banyak banget yang buang sampah sembarangan bisa belajar dari kabupaten banyumas pak di sana pengelolaan sampahnya bagus banget,"['pak', 'tolong', 'masalah', 'pengelolahan', 'sampahh', 'di', 'kota', 'batu', 'bisa', 'segera', 'di', 'atasi', 'soalnya', 'saya', 'sering', 'keliling', 'sepedahan', 'banyak', 'banget', 'yang', 'buang', 'sampah', 'sembarangan', 'bisa', 'belajar', 'dari', 'kabupaten', 'banyumas', 'pak', 'di', 'sana', 'pengelolaan', 'sampahnya', 'bagus', 'banget']","['tolong', 'pengelolahan', 'sampahh', 'kota', 'batu', 'atasi', 'keliling', 'sepedahan', 'banget', 'buang', 'sampah', 'sembarangan', 'belajar', 'kabupaten', 'banyumas', 'pengelolaan', 'sampahnya', 'bagus', 'banget']",tolong pengelolahan sampahh kota batu atas keliling dah banget buang sampah sembarang ajar kabupaten banyumas kelola sampah bagus banget,pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan banyak banget yg buang sampah sembarangan bisa belajar dari kabupaten banyumas pak di sana pengelolaan sampahnya baguss banget
2025-03-09,12:07:00,mutmainah3163,2,"Pak tolong tegakkan peraturan di pasar sesuai zonasi, karena sekarang sudah campur kasihan yg jualan di lantai 2, terutama di zona 8 dan 9, sudah banyak yang tutup. kalah dengan yang di lantai 1 .",Pak tolong tegakkan peraturan di pasar sesuai zonasi karena sekarang sudah campur kasihan yg jualan di lantai  terutama di zona  dan  sudah banyak yang tutup kalah dengan yang di lantai  ,pak tolong tegakkan peraturan di pasar sesuai zonasi karena sekarang sudah campur kasihan yg jualan di lantai  terutama di zona  dan  sudah banyak yang tutup kalah dengan yang di lantai  ,pak tolong tegakkan peraturan di pasar sesuai zonasi karena sekarang sudah campur kasihan yang jualan di lantai terutama di zona dan sudah banyak yang tutup kalah dengan yang di lantai,"['pak', 'tolong', 'tegakkan', 'peraturan', 'di', 'pasar', 'sesuai', 'zonasi', 'karena', 'sekarang', 'sudah', 'campur', 'kasihan', 'yang', 'jualan', 'di', 'lantai', 'terutama', 'di', 'zona', 'dan', 'sudah', 'banyak', 'yang', 'tutup', 'kalah', 'dengan', 'yang', 'di', 'lantai']","['tolong', 'tegakkan', 'peraturan', 'pasar', 'sesuai', 'zonasi', 'campur', 'kasihan', 'jualan', 'lantai', 'zona', 'tutup', 'kalah', 'lantai']",tolong tegak atur pasar sesuai zonasi campur kasihan jual lantai zona tutup kalah lantai,pak tolong tegakkan peraturan di pasar sesuai zonasi karena sekarang sudah campur kasihan yg jualan di lantai terutama di zona dan sudah banyak yang tutup kalah dengan yang di lantai
2025-03-11,04:40:00,soniavernandezendel79,2,"pak satu lagi berantas korupsi di seluruh kota batu periksa semua anggota"" perangkat desa dan audit semua data warga masyarakat kota batu 🙏 semoga pak nur dan pak hely selalu di lindungi Alloh SWT 🙏",pak satu lagi berantas korupsi di seluruh kota batu periksa semua anggota perangkat desa dan audit semua data warga masyarakat kota batu  semoga pak nur dan pak hely selalu di lindungi Alloh SWT ,pak satu lagi berantas korupsi di seluruh kota batu periksa semua anggota perangkat desa dan audit semua data warga masyarakat kota batu  semoga pak nur dan pak hely selalu di lindungi alloh swt ,pak satu lagi berantas korupsi di seluruh kota batu periksa semua anggota perangkat desa dan audit semua data warga masyarakat kota batu semoga pak nur dan pak hely selalu di lindungi allah swt,"['pak', 'satu', 'lagi', 'berantas', 'korupsi', 'di', 'seluruh', 'kota', 'batu', 'periksa', 'semua', 'anggota', 'perangkat', 'desa', 'dan', 'audit', 'semua', 'data', 'warga', 'masyarakat', 'kota', 'batu', 'semoga', 'pak', 'nur', 'dan', 'pak', 'hely', 'selalu', 'di', 'lindungi', 'allah', 'swt']","['berantas', 'korupsi', 'kota', 'batu', 'periksa', 'anggota', 'perangkat', 'desa', 'audit', 'data', 'warga', 'masyarakat', 'kota', 'batu', 'semoga', 'nur', 'hely', 'lindungi', 'allah', 'swt']",berantas korupsi kota batu periksa anggota perangkat desa audit data warga masyarakat kota batu moga nur hely lindung allah swt,pak satu lagi berantas korupsi di seluruh kota batu periksa semua anggota perangkat desa dan audit semua data warga masyarakat kota batu semoga pak nur dan pak hely selalu di lindungi alloh swt
2025-03-05,09:05:00,mujiati301,2,pak di kelurahan sy di kelurahan sisir sampah surih nimbang serumit itu yang buang sampah,pak di kelurahan sy di kelurahan sisir sampah surih nimbang serumit itu yang buang sampah,pak di kelurahan sy di kelurahan sisir sampah surih nimbang serumit itu yang buang sampah,pak di kelurahan saya di kelurahan sisir sampah surih nimbang serumit itu yang buang sampah,"['pak', 'di', 'kelurahan', 'saya', 'di', 'kelurahan', 'sisir', 'sampah', 'surih', 'nimbang', 'serumit', 'itu', 'yang', 'buang', 'sampah']","['kelurahan', 'kelurahan', 'sisir', 'sampah', 'surih', 'nimbang', 'serumit', 'buang', 'sampah']",lurah lurah sisir sampah surih nimbang rumit buang sampah,pak di kelurahan sy di kelurahan sisir sampah surih nimbang serumit itu yang buang sampah
2025-03-06,22:35:00,mbahbasori8,1,❤️,,,,[],[],,
2025-03-08,13:33:00,yunidwi099,1,"selamat bekerja membenahi kota Batu pak.
salam saking wong kekep","selamat bekerja membenahi kota Batu pak
salam saking wong kekep","selamat bekerja membenahi kota batu pak
salam saking wong kekep",selamat bekerja membenahi kota batu pak salam saking wong kekep,"['selamat', 'bekerja', 'membenahi', 'kota', 'batu', 'pak', 'salam', 'saking', 'wong', 'kekep']","['selamat', 'membenahi', 'kota', 'batu', 'salam', 'saking', 'kekep']",selamat benah kota batu salam saking kekep,selamat bekerja membenahi kota batu pak salam saking wong kekep
2025-03-08,16:44:00,dualapansatuu,1,@monieskeroncong produk asli batu,monieskeroncong produk asli batu,monieskeroncong produk asli batu,monieskeroncong produk asli batu,"['monieskeroncong', 'produk', 'asli', 'batu']","['monieskeroncong', 'produk', 'asli', 'batu']",monieskeroncong produk asli batu,monieskeroncong produk asli batu
2025-03-08,22:44:00,dekenganele,1,"pak nedi tolong orang batu terutama anak muda di bukakan lapangan pekerjaan, banyak yang nganggur lulus sekolah terima kasih ya pak? 🙏🙏🙏",pak nedi tolong orang batu terutama anak muda di bukakan lapangan pekerjaan banyak yang nganggur lulus sekolah terima kasih ya pak ,pak nedi tolong orang batu terutama anak muda di bukakan lapangan pekerjaan banyak yang nganggur lulus sekolah terima kasih ya pak ,pak nedi tolong orang batu terutama anak muda di bukakan lapangan pekerjaan banyak yang nganggur lulus sekolah terima kasih ya pak,"['pak', 'nedi', 'tolong', 'orang', 'batu', 'terutama', 'anak', 'muda', 'di', 'bukakan', 'lapangan', 'pekerjaan', 'banyak', 'yang', 'nganggur', 'lulus', 'sekolah', 'terima', 'kasih', 'ya', 'pak']","['nedi', 'tolong', 'orang', 'batu', 'anak', 'muda', 'bukakan', 'lapangan', 'pekerjaan', 'nganggur', 'lulus', 'sekolah', 'terima', 'kasih', 'ya']",nedi tolong orang batu anak muda buka lapang kerja nganggur lulus sekolah terima kasih ya,pak nedi tolong orang batu terutama anak muda di bukakan lapangan pekerjaan banyak yang nganggur lulus sekolah terima kasih ya pak
2025-03-09,06:23:00,hasyim.arkanza,1,pak mohon perhatian nya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur. matur Suwon,pak mohon perhatian nya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur matur Suwon,pak mohon perhatian nya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur matur suwon,pak mohon perhatian ya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur matur suwon,"['pak', 'mohon', 'perhatian', 'ya', 'untuk', 'harga', 'pupuk', 'dan', 'obat', 'untuk', 'tanaman', 'di', 'benahi', 'biar', 'petani', 'batu', 'bisa', 'hidup', 'makmur', 'matur', 'suwon']","['mohon', 'perhatian', 'ya', 'harga', 'pupuk', 'obat', 'tanaman', 'benahi', 'biar', 'petani', 'batu', 'hidup', 'makmur', 'matur', 'suwon']",mohon perhati ya harga pupuk obat tanam benah biar tani batu hidup makmur matur suwon,pak mohon perhatian nya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur matur suwon
